group,object_id,step_number,apar_sum,date,Ri_PAR_q,fapar
maize,2,1,0.002078635354012354,2018-07-05,3.5328000000000004,0.0005883818370732432
maize,3,1,0.0020689878928550538,2018-07-05,3.5328000000000004,0.0005856510113380473
pavement,-1,1,3.1062674627867985,2018-07-05,3.5328000000000004,0.879265020037024
maize,2,2,0.0032291982523705853,2018-07-06,3.302400000000001,0.0009778337731257826
maize,3,2,0.0032373596428398707,2018-07-06,3.302400000000001,0.000980305124406453
pavement,-1,2,2.899645933622218,2018-07-06,3.302400000000001,0.878042009938898
sorghum,1,2,0.0006799086663363593,2018-07-06,3.302400000000001,0.00020588319595941105
sorghum,4,2,0.0006660166728566438,2018-07-06,3.302400000000001,0.0002016765603369197
maize,2,3,0.004155172188876366,2018-07-07,2.9030400000000003,0.0014313175804936775
maize,3,3,0.004157091872314298,2018-07-07,2.9030400000000003,0.0014319788471100286
pavement,-1,3,2.5457510640035985,2018-07-07,2.9030400000000003,0.8769259341943612
sorghum,1,3,0.001043086128319257,2018-07-07,2.9030400000000003,0.0003593082177025659
sorghum,4,3,0.001032694062229531,2018-07-07,2.9030400000000003,0.00035572849916967416
maize,2,4,0.0060225921681502665,2018-07-08,2.9952000000000005,0.0020107479193877758
maize,3,4,0.0060125131876283405,2018-07-08,2.9952000000000005,0.0020073828751430087
pavement,-1,4,2.6228704507975866,2018-07-08,2.9952000000000005,0.8756912562759035
sorghum,1,4,0.0016970307631084887,2018-07-08,2.9952000000000005,0.0005665834545634643
sorghum,4,4,0.0016944205225530632,2018-07-08,2.9952000000000005,0.0005657119800190515
maize,2,5,0.010656295114006804,2018-07-09,3.57888,0.002977550271036415
maize,3,5,0.01063914307976281,2018-07-09,3.57888,0.0029727577006669155
pavement,-1,5,3.1272531347699455,2018-07-09,3.57888,0.8738077652142417
sorghum,1,5,0.002050262787726245,2018-07-09,3.57888,0.0005728783272214338
sorghum,4,5,0.002056539600090708,2018-07-09,3.57888,0.00057463217545453
maize,2,6,0.013731581504270403,2018-07-10,3.471360000000001,0.003955677747128041
maize,3,6,0.013745195151117147,2018-07-10,3.471360000000001,0.0039595994512574735
pavement,-1,6,3.0255911784424288,2018-07-10,3.471360000000001,0.8715866917987266
sorghum,1,6,0.003451432286148738,2018-07-10,3.471360000000001,0.000994259392903282
sorghum,4,6,0.0034602042236647323,2018-07-10,3.471360000000001,0.0009967863383989939
maize,2,7,0.014460905786189214,2018-07-11,2.703360000000001,0.005349234207130833
maize,3,7,0.014451371570441839,2018-07-11,2.703360000000001,0.005345707405022577
pavement,-1,7,2.3460269141254573,2018-07-11,2.703360000000001,0.8678189046688034
sorghum,1,7,0.005425386369536076,2018-07-11,2.703360000000001,0.002006904877462149
sorghum,4,7,0.005426697224495398,2018-07-11,2.703360000000001,0.002007389775869805
maize,2,8,0.019889297386450885,2018-07-12,2.9644800000000004,0.006709202756116041
maize,3,8,0.019879039724389338,2018-07-12,2.9644800000000004,0.0067057425667872055
pavement,-1,8,2.561983090126399,2018-07-12,2.9644800000000004,0.8642268087915582
sorghum,1,8,0.0070479860665536905,2018-07-12,2.9644800000000004,0.00237747802871117
sorghum,4,8,0.007062128564318903,2018-07-12,2.9644800000000004,0.0023822486791339127
maize,2,9,0.023005737492650422,2018-07-13,2.780160000000001,0.008274968884039197
maize,3,9,0.02299422495773611,2018-07-13,2.780160000000001,0.008270827922758439
pavement,-1,9,2.3939885540629615,2018-07-13,2.780160000000001,0.8610974023304273
sorghum,1,9,0.008110765145623222,2018-07-13,2.780160000000001,0.0029173735128996963
sorghum,4,9,0.008142788575026936,2018-07-13,2.780160000000001,0.0029288920691711746
maize,2,10,0.03638252475323362,2018-07-14,3.456,0.010527350912393988
maize,3,10,0.036417531309914354,2018-07-14,3.456,0.010537480124396514
pavement,-1,10,2.9582776449842103,2018-07-14,3.456,0.8559831148681164
sorghum,1,10,0.011576988285350627,2018-07-14,3.456,0.003349822999233399
sorghum,4,10,0.011632041165111406,2018-07-14,3.456,0.003365752651941958
maize,2,11,0.01704266426489892,2018-07-15,1.2748800000000002,0.013368053671638834
maize,3,11,0.017043406472721193,2018-07-15,1.2748800000000002,0.013368635850214286
pavement,-1,11,1.0834995184648393,2018-07-15,1.2748800000000002,0.849883532932385
sorghum,1,11,0.0050632001132051956,2018-07-15,1.2748800000000002,0.003971511132973452
sorghum,4,11,0.005079096261893024,2018-07-15,1.2748800000000002,0.0039839798741003254
maize,2,12,0.030853424562230346,2018-07-16,1.8585600000000002,0.01660071483418902
maize,3,12,0.030866050589393467,2018-07-16,1.8585600000000002,0.016607508280277992
pavement,-1,12,1.5677977449368796,2018-07-16,1.8585600000000002,0.8435550883140063
sorghum,1,12,0.008362925555474804,2018-07-16,1.8585600000000002,0.004499680158550062
sorghum,4,12,0.008399441171193922,2018-07-16,1.8585600000000002,0.004519327420795628
maize,2,13,0.040778781047292656,2018-07-17,2.02752,0.020112640589139766
maize,3,13,0.040774563689174266,2018-07-17,2.02752,0.020110560531671335
pavement,-1,13,1.6985724213229194,2018-07-17,2.02752,0.8377586516152341
sorghum,1,13,0.010601058887421185,2018-07-17,2.02752,0.005228584126134975
sorghum,4,13,0.010643945538028169,2018-07-17,2.02752,0.0052497363962023405
maize,2,14,0.04361876106893361,2018-07-18,1.8432000000000006,0.023664692420211367
maize,3,14,0.04362143556177705,2018-07-18,1.8432000000000006,0.023666143425443268
pavement,-1,14,1.531021741262865,2018-07-18,1.8432000000000006,0.8306324551122312
sorghum,1,14,0.01055758736184526,2018-07-18,1.8432000000000006,0.005727857726695561
sorghum,4,14,0.010609742702324988,2018-07-18,1.8432000000000006,0.005756153809855135
maize,2,15,0.08689794430407669,2018-07-19,3.0720000000000005,0.028287091244816626
maize,3,15,0.08688068555421523,2018-07-19,3.0720000000000005,0.02828147316217943
pavement,-1,15,2.525989866271736,2018-07-19,3.0720000000000005,0.8222623262603307
sorghum,1,15,0.01935605391308895,2018-07-19,3.0720000000000005,0.006300798799833642
sorghum,4,15,0.019464912062679238,2018-07-19,3.0720000000000005,0.006336234395403396
maize,2,16,0.09046809964728397,2018-07-20,2.67264,0.03384971400835278
maize,3,16,0.09049299268272708,2018-07-20,2.67264,0.033859028033228225
pavement,-1,16,2.170113138985966,2018-07-20,2.67264,0.8119736062417557
sorghum,1,16,0.01888973772902632,2018-07-20,2.67264,0.007067819732184776
sorghum,4,16,0.018963561836639917,2018-07-20,2.67264,0.007095441898886464
maize,2,17,0.0929068539564801,2018-07-21,2.27328,0.040869076381475265
maize,3,17,0.09287490545828601,2018-07-21,2.27328,0.04085502246018353
pavement,-1,17,1.8177131472568762,2018-07-21,2.27328,0.7995993222378572
sorghum,1,17,0.017046516613083675,2018-07-21,2.27328,0.00749864363962366
sorghum,4,17,0.01711795196272033,2018-07-21,2.27328,0.0075300675511685
