group,object_id,step_number,apar_sum,date,Ri_PAR_q,fapar
maize,2,1,0.0020828002399994323,2018-07-05,14.131200000000002,0.00014739018908510473
maize,3,1,0.0020775782465327396,2018-07-05,14.131200000000002,0.00014702065263620494
pavement,-1,1,12.432660371709188,2018-07-05,14.131200000000002,0.8798021662498009
maize,2,2,0.0032397522436641746,2018-07-06,13.209600000000004,0.0002452574070118833
maize,3,2,0.003223296673268897,2018-07-06,13.209600000000004,0.0002440116788751284
pavement,-1,2,11.61783827572436,2018-07-06,13.209600000000004,0.8794996272199277
sorghum,1,2,0.0006848450256590138,2018-07-06,13.209600000000004,5.18444938271419e-5
sorghum,4,2,0.0006793324260303629,2018-07-06,13.209600000000004,5.142717614692063e-5
maize,2,3,0.004113317852308985,2018-07-07,11.612160000000001,0.00035422504101812103
maize,3,3,0.004109918784407194,2018-07-07,11.612160000000001,0.0003539323247705159
pavement,-1,3,10.209632952739994,2018-07-07,11.612160000000001,0.8792191076199427
sorghum,1,3,0.0010426869596424858,2018-07-07,11.612160000000001,8.979267936736023e-5
sorghum,4,3,0.0010374233917276713,2018-07-07,11.612160000000001,8.93393986758425e-5
maize,2,4,0.006024354174063528,2018-07-08,11.980800000000002,0.0005028340489836678
maize,3,4,0.0060173687587237994,2018-07-08,11.980800000000002,0.0005022509981573683
pavement,-1,4,10.530414591037449,2018-07-08,11.980800000000002,0.8789408546205134
sorghum,1,4,0.0014153159074646047,2018-07-08,11.980800000000002,0.00011813200349430792
sorghum,4,4,0.0014095898093951552,2018-07-08,11.980800000000002,0.00011765406395191932
maize,2,5,0.01059368408798969,2018-07-09,14.31552,0.0007400139211142655
maize,3,5,0.010585357079260359,2018-07-09,14.31552,0.0007394322441141055
pavement,-1,5,12.5773557697329,2018-07-09,14.31552,0.878581830749627
sorghum,1,5,0.0010502781346296275,2018-07-09,14.31552,7.336639777176292e-5
sorghum,4,5,0.0010426996721092337,2018-07-09,14.31552,7.283700991016979e-5
maize,2,6,0.013624195990049609,2018-07-10,13.885440000000004,0.0009811857593313286
maize,3,6,0.013618774525029262,2018-07-10,13.885440000000004,0.000980795316895198
pavement,-1,6,12.1928200352305,2018-07-10,13.885440000000004,0.8781010925999102
sorghum,1,6,0.0018180862602596942,2018-07-10,13.885440000000004,0.00013093472444947323
sorghum,4,6,0.00180914942827654,2018-07-10,13.885440000000004,0.00013029111272502272
maize,2,7,0.014443796687589864,2018-07-11,10.813440000000003,0.0013357263449549689
maize,3,7,0.014437477065324387,2018-07-11,10.813440000000003,0.0013351419220270684
pavement,-1,7,9.486539161926753,2018-07-11,10.813440000000003,0.8772915151817322
sorghum,1,7,0.0030893411770222764,2018-07-11,10.813440000000003,0.00028569457795320224
sorghum,4,7,0.0030795878792951874,2018-07-11,10.813440000000003,0.0002847926172702846
maize,2,8,0.02000135375010057,2018-07-12,11.857920000000002,0.001686750606354282
maize,3,8,0.02000075812526291,2018-07-12,11.857920000000002,0.00168670037622643
pavement,-1,8,10.39403920851633,2018-07-12,11.857920000000002,0.8765482655066259
sorghum,1,8,0.003736930218438257,2018-07-12,11.857920000000002,0.00031514213440791104
sorghum,4,8,0.0037271759589699487,2018-07-12,11.857920000000002,0.00031431953993364334
maize,2,9,0.023191574164274757,2018-07-13,11.120640000000003,0.002085453190128873
maize,3,9,0.023163949736661645,2018-07-13,11.120640000000003,0.002082969121980537
pavement,-1,9,9.73969915399058,2018-07-13,11.120640000000003,0.87582181906712
sorghum,1,9,0.004447426744582216,2018-07-13,11.120640000000003,0.0003999254309628056
sorghum,4,9,0.004441483625489514,2018-07-13,11.120640000000003,0.00039939100856511067
maize,2,10,0.03676210947280698,2018-07-14,13.824,0.0026592961134843016
