group,object_id,step_number,apar_sum,date,Ri_PAR_q,fapar
maize,7,1,0.0020999908887482923,2018-07-05,21.196799999999996,9.907112813010891e-5
maize,8,1,0.002109381437167196,2018-07-05,21.196799999999996,9.951414539775798e-5
maize,9,1,0.0020998498353559233,2018-07-05,21.196799999999996,9.906447366375697e-5
maize,10,1,0.0021000385325855905,2018-07-05,21.196799999999996,9.907337582019885e-5
maize,11,1,0.002091054802485491,2018-07-05,21.196799999999996,9.864955099286173e-5
maize,12,1,0.0020917824559011826,2018-07-05,21.196799999999996,9.868387944884054e-5
pavement,-1,1,18.643928938510697,2018-07-05,21.196799999999996,0.8795633745900655
maize,7,2,0.0032947637998008853,2018-07-06,19.8144,0.00016628128027095876
maize,8,2,0.0033093751536836897,2018-07-06,19.8144,0.00016701869113794462
maize,9,2,0.0032944012971881298,2018-07-06,19.8144,0.00016626298536358053
maize,10,2,0.003294894676176697,2018-07-06,19.8144,0.0001662878853852096
maize,11,2,0.003280655437545234,2018-07-06,19.8144,0.00016556925455957455
maize,12,2,0.003282785013333304,2018-07-06,19.8144,0.00016567673072781936
pavement,-1,2,17.415204866469338,2018-07-06,19.8144,0.8789165892719103
sorghum,1,2,0.0006875821053214753,2018-07-06,19.8144,3.470113176888906e-5
sorghum,2,2,0.0006833687332776675,2018-07-06,19.8144,3.448848984968849e-5
sorghum,3,2,0.000683372354955382,2018-07-06,19.8144,3.44886726297734e-5
sorghum,4,2,0.000685392269568209,2018-07-06,19.8144,3.459061437985551e-5
sorghum,5,2,0.000685392269568209,2018-07-06,19.8144,3.459061437985551e-5
sorghum,6,2,0.0006853844256589308,2018-07-06,19.8144,3.459021851072608e-5
maize,7,3,0.004138893771417863,2018-07-07,17.418239999999997,0.000237618368527352
maize,8,3,0.004157337618473836,2018-07-07,17.418239999999997,0.00023867724973785162
maize,9,3,0.0041381358996896616,2018-07-07,17.418239999999997,0.00023757485829163348
maize,10,3,0.004139342368568523,2018-07-07,17.418239999999997,0.00023764412297502637
maize,11,3,0.004120693187446046,2018-07-07,17.418239999999997,0.00023657345331365548
maize,12,3,0.004124808285178644,2018-07-07,17.418239999999997,0.00023680970552585366
pavement,-1,3,15.298194851688208,2018-07-07,17.418239999999997,0.8782859147473114
sorghum,1,3,0.0010514206335235927,2018-07-07,17.418239999999997,6.036319590978152e-5
sorghum,2,3,0.0010451473560365515,2018-07-07,17.418239999999997,6.0003040263341856e-5
