group,object_id,step_number,apar_sum,date,Ri_PAR_q,fapar
pavement,-1,1,12.768386420375558,2018-07-07,14.5152,0.8796562514037394
sorghum,1,1,0.0008514801198007774,2018-07-07,14.5152,5.866127368556943e-5
sorghum,2,1,0.0008514782799368593,2018-07-07,14.5152,5.866114693127613e-5
sorghum,3,1,0.0008514802694399495,2018-07-07,14.5152,5.866128399470551e-5
sorghum,4,1,0.0008514828556453558,2018-07-07,14.5152,5.866146216692541e-5
sorghum,5,1,0.000851485192100849,2018-07-07,14.5152,5.8661623133050116e-5
sorghum,6,1,0.0008514806867773328,2018-07-07,14.5152,5.866131274645425e-5
pavement,-1,2,13.17236739493123,2018-07-08,14.975999999999999,0.8795651305376089
sorghum,1,2,0.001297724722183146,2018-07-08,14.975999999999999,8.665362728252845e-5
sorghum,2,2,0.0012977243706035096,2018-07-08,14.975999999999999,8.66536038063241e-5
sorghum,3,2,0.001297723210543359,2018-07-08,14.975999999999999,8.665352634504268e-5
sorghum,4,2,0.0012977236448203434,2018-07-08,14.975999999999999,8.665355534323875e-5
sorghum,5,2,0.001297716723717352,2018-07-08,14.975999999999999,8.665309319693858e-5
sorghum,6,2,0.001297728749333591,2018-07-08,14.975999999999999,8.66538961894759e-5
pavement,-1,3,15.73686850971247,2018-07-09,17.894399999999997,0.8794297942212354
sorghum,1,3,0.0024443240847333704,2018-07-09,17.894399999999997,0.00013659715244620499
sorghum,2,3,0.0024443242179985935,2018-07-09,17.894399999999997,0.00013659715989351943
sorghum,3,3,0.002444323804580289,2018-07-09,17.894399999999997,0.00013659713679029694
sorghum,4,3,0.0024443202228972803,2018-07-09,17.894399999999997,0.00013659693663365527
sorghum,5,3,0.0024443240953743546,2018-07-09,17.894399999999997,0.00013659715304085944
sorghum,6,3,0.0024443156848926112,2018-07-09,17.894399999999997,0.00013659668303450307
pavement,-1,4,15.259321361200026,2018-07-10,17.356800000000003,0.8791552222299055
sorghum,1,4,0.003303014636580291,2018-07-10,17.356800000000003,0.00019030089858616163
sorghum,2,4,0.0033030176814470877,2018-07-10,17.356800000000003,0.00019030107401405138
sorghum,3,4,0.0033030070603849875,2018-07-10,17.356800000000003,0.00019030046208892115
sorghum,4,4,0.003303019081618817,2018-07-10,17.356800000000003,0.00019030115468397495
sorghum,5,4,0.0033030159645064845,2018-07-10,17.356800000000003,0.00019030097509370873
sorghum,6,4,0.0033030227596668378,2018-07-10,17.356800000000003,0.000190301366592162
