group,object_id,step_number,apar_sum,Ri_PAR_q,fapar
maize,7,1,0.0038489321008057945,19.699042407660734,0.0001953867615061831
maize,8,1,0.003848963183248821,19.699042407660734,0.00019538833937186729
maize,9,1,0.003848929482369821,19.699042407660734,0.00019538662858419026
maize,10,1,0.003848933211825938,19.699042407660734,0.0001953868179058862
pavement,-1,1,17.324788412872476,19.699042407660734,0.8794736340145682
maize,7,2,0.0022014050209209,7.516739866081069,0.0002928669955514405
maize,8,2,0.002201381294805619,7.516739866081069,0.00029286383911451385
maize,9,2,0.002201396930938095,7.516739866081069,0.00029286591928926446
maize,10,2,0.002201412719248486,7.516739866081069,0.0002928680197092168
pavement,-1,2,6.607338632170045,7.516739866081069,0.8790165350786376
sorghum,1,2,0.00027219729303529157,7.516739866081069,3.621214753799967e-5
sorghum,2,2,0.0002721960233507472,7.516739866081069,3.62119786237407e-5
sorghum,3,2,0.00027219748403824895,7.516739866081069,3.621217294834522e-5
sorghum,4,2,0.0002721977273482432,7.516739866081069,3.621220531743056e-5
sorghum,5,2,0.0002721977273482432,7.516739866081069,3.621220531743056e-5
sorghum,6,2,0.0002721945626632455,7.516739866081069,3.6211784299136184e-5
maize,7,3,0.006730655277191796,16.6750665994672,0.0004036358857725254
maize,8,3,0.006730583698887545,16.6750665994672,0.0004036315932376906
maize,9,3,0.006732975081877985,16.6750665994672,0.0004037750039387019
maize,10,3,0.006730701293234729,16.6750665994672,0.0004036386453442883
pavement,-1,3,14.644638562386135,16.6750665994672,0.8782356864981912
sorghum,1,3,0.0022977837414629274,16.6750665994672,0.00013779757506553802
sorghum,2,3,0.002297800048893361,16.6750665994672,0.0001377985530184797
sorghum,3,3,0.0022977937051828256,16.6750665994672,0.0001377981725875832
sorghum,4,3,0.002297799713726993,16.6750665994672,0.00013779853291862786
sorghum,5,3,0.002297811587015485,16.6750665994672,0.00013779924495707288
sorghum,6,3,0.0022977864127223893,16.6750665994672,0.00013779773526036818
maize,7,4,0.011174469801675945,19.43984448124414,0.0005748230039832492
maize,8,4,0.011174246568552555,19.43984448124414,0.0005748115207060241
maize,9,4,0.011174298512734646,19.43984448124414,0.0005748141927532281
maize,10,4,0.011174745039400552,19.43984448124414,0.0005748371624156827
pavement,-1,4,17.05344347026725,19.43984448124414,0.8772417642908962
sorghum,1,4,0.004068497894405759,19.43984448124414,0.00020928654539037632
sorghum,2,4,0.004072270926646798,19.43984448124414,0.00020948063296369408
sorghum,3,4,0.00407225342217103,19.43984448124414,0.00020947973252049434
sorghum,4,4,0.004072263499224798,19.43984448124414,0.00020948025089160464
sorghum,5,4,0.004072263121252722,19.43984448124414,0.00020948023144844104
sorghum,6,4,0.00407210946560254,19.43984448124414,0.00020947232728797668
maize,7,5,0.014325125930345987,18.230254157966733,0.0007857886020796818
maize,8,5,0.01431897053838609,18.230254157966733,0.0007854509550064946
maize,9,5,0.014318959103841384,18.230254157966733,0.0007854503277774606
maize,10,5,0.014327082749616402,18.230254157966733,0.0007858959411904512
pavement,-1,5,15.977291561570405,18.230254157966733,0.8764162815902504
sorghum,1,5,0.005286227144162625,18.230254157966733,0.00028997001897817815
sorghum,2,5,0.005290741867416697,18.230254157966733,0.00029021766902271137
sorghum,3,5,0.005290736630694689,18.230254157966733,0.0002902173817682407
sorghum,4,5,0.005290737625219642,18.230254157966733,0.00029021743632178367
sorghum,5,5,0.005290735598967532,18.230254157966733,0.0002902173251740129
sorghum,6,5,0.0052902036416889765,18.230254157966733,0.00029018814525836575
maize,7,6,0.009807940282893422,9.763121895024838,0.001004590579565684
maize,8,6,0.009800908424210764,9.763121895024838,0.0010038703326243608
maize,9,6,0.009800922686633889,9.763121895024838,0.00100387179347093
maize,10,6,0.009815078593791604,9.763121895024838,0.0010053217300086401
pavement,-1,6,8.54252245971484,9.763121895024838,0.8749785725883439
sorghum,1,6,0.0040153779493397575,9.763121895024838,0.0004112801204895273
sorghum,2,6,0.004018690205270644,9.763121895024838,0.0004116193824557816
sorghum,3,6,0.004018703304861562,9.763121895024838,0.0004116207241978042
sorghum,4,6,0.0040187013871614405,9.763121895024838,0.000411620527774965
sorghum,5,6,0.004018693665084648,9.763121895024838,0.0004116197368315685
sorghum,6,6,0.004014983314925398,9.763121895024838,0.00041123969956488837
maize,7,7,0.02062310978697237,15.033479732162139,0.0013718121256286366
maize,8,7,0.020587743139925143,15.033479732162139,0.0013694595999541206
maize,9,7,0.020587664472439628,15.033479732162139,0.0013694543671346458
maize,10,7,0.020673598499129427,15.033479732162139,0.0013751705438429535
pavement,-1,7,13.128638322770959,15.033479732162139,0.8732933796214841
sorghum,1,7,0.008326939498865246,15.033479732162139,0.0005538930205926219
sorghum,2,7,0.008332899711126907,15.033479732162139,0.0005542894831793182
sorghum,3,7,0.008333517544708367,15.033479732162139,0.0005543305803565831
sorghum,4,7,0.008332964275832945,15.033479732162139,0.0005542937779072979
sorghum,5,7,0.008333461815490155,15.033479732162139,0.0005543268733493429
sorghum,6,7,0.008298212354327272,15.033479732162139,0.000551982142668829
maize,7,8,0.033940099625897384,19.526243790049676,0.0017381786272274663
maize,8,8,0.03384392349010504,19.526243790049676,0.0017332531465858
maize,9,8,0.03384282136388512,19.526243790049676,0.0017331967032559014
maize,10,8,0.03404895200838763,19.526243790049676,0.0017437532980991736
pavement,-1,8,17.01833372863677,19.526243790049676,0.8715620839123751
sorghum,1,8,0.012853711649158954,19.526243790049676,0.0006582787651001797
sorghum,2,8,0.01286945520962298,19.526243790049676,0.0006590850420591947
sorghum,3,8,0.012870823966802631,19.526243790049676,0.0006591551403942543
sorghum,4,8,0.012870778702431395,19.526243790049676,0.0006591528222642687
sorghum,5,8,0.012870518804446042,19.526243790049676,0.0006591395120757784
sorghum,6,8,0.012781428267792772,19.526243790049676,0.0006545769071215849
maize,7,9,0.028307515966496954,12.787097703218372,0.002213756133213267
maize,8,9,0.02816117926527124,12.787097703218372,0.0022023120428792363
maize,9,9,0.028160958543232303,12.787097703218372,0.002202294781570684
maize,10,9,0.02837618328350043,12.787097703218372,0.002219126180318342
pavement,-1,9,11.116364329868057,12.787097703218372,0.8693422532519002
sorghum,1,9,0.010321275909996775,12.787097703218372,0.0008071632945605025
sorghum,2,9,0.010385635752294942,12.787097703218372,0.0008121964806510388
sorghum,3,9,0.010390556830229115,12.787097703218372,0.0008125813277874561
sorghum,4,9,0.01039045976020349,12.787097703218372,0.0008125737365397877
sorghum,5,9,0.010386748779817807,12.787097703218372,0.0008122835236649186
sorghum,6,9,0.010294851886218008,12.787097703218372,0.0008050968347279388
maize,7,10,0.05471258179328871,19.87184102527179,0.002753271914952852
maize,8,10,0.05434432833769211,19.87184102527179,0.0027347404937761084
maize,9,10,0.05434443680826766,19.87184102527179,0.0027347459522827165
maize,10,10,0.05481537447579829,19.87184102527179,0.0027584446959940676
pavement,-1,10,17.224367500434823,19.87184102527179,0.8667726094693454
sorghum,1,10,0.020118845785577735,19.87184102527179,0.001012429888101048
sorghum,2,10,0.02035016628240954,19.87184102527179,0.001024070505421689
sorghum,3,10,0.020352998020592858,19.87184102527179,0.0010242130054638199
sorghum,4,10,0.020354335112867564,19.87184102527179,0.0010242802912413685
sorghum,5,10,0.020344478198335007,19.87184102527179,0.0010237842670169385
sorghum,6,10,0.02014914786820179,19.87184102527179,0.0010139547635559954
maize,7,11,0.06503830441520446,18.575851393188852,0.003501228721018507
maize,8,11,0.06445645296212643,18.575851393188852,0.0034699057177944733
maize,9,11,0.06445035950519076,18.575851393188852,0.0034695776866961034
maize,10,11,0.06507561410240761,18.575851393188852,0.0035032372258462768
pavement,-1,11,16.03392158385456,18.575851393188852,0.8631594452641707
sorghum,1,11,0.02323382702829651,18.575851393188852,0.0012507543550232957
sorghum,2,11,0.02349909565415499,18.575851393188852,0.0012650346493820106
sorghum,3,11,0.023507051698453556,18.575851393188852,0.00126546294976675
sorghum,4,11,0.023507544737667772,18.575851393188852,0.0012654894917111153
sorghum,5,11,0.023488813085803473,18.575851393188852,0.0012644811044524205
sorghum,6,11,0.023297246768466,18.575851393188852,0.0012541684510357532
maize,7,12,0.06580343576914072,16.32946936424508,0.00402973509434566
maize,8,12,0.06496083607287392,16.32946936424508,0.003978135150864842
maize,9,12,0.0649516351105221,16.32946936424508,0.003977571693342336
maize,10,12,0.06563128975325416,16.32946936424508,0.004019193048425694
pavement,-1,12,14.054006102037583,16.32946936424508,0.8606529574567903
sorghum,1,12,0.023352910449757652,16.32946936424508,0.0014301083476044273
sorghum,2,12,0.02355553987004102,16.32946936424508,0.001442517166027336
sorghum,3,12,0.023699506724173532,16.32946936424508,0.0014513335489067297
sorghum,4,12,0.02370147843528319,16.32946936424508,0.0014514542944781671
sorghum,5,12,0.023682845681554664,16.32946936424508,0.001450313243699792
sorghum,6,12,0.023477783054491823,16.32946936424508,0.0014377554181827029
maize,7,13,0.08081132557820485,16.847865217078258,0.004796532055366186
maize,8,13,0.07960713289415898,16.847865217078258,0.004725057558833224
maize,9,13,0.07958184943626757,16.847865217078258,0.004723556866753507
maize,10,13,0.08057217946735559,16.847865217078258,0.004782337609496163
pavement,-1,13,14.44082862916401,16.847865217078258,0.8571310633780299
sorghum,1,13,0.02765077604158607,16.847865217078258,0.0016412035403486711
sorghum,2,13,0.02791988450858116,16.847865217078258,0.0016571763929046318
sorghum,3,13,0.028186479898692135,16.847865217078258,0.0016730000825339111
sorghum,4,13,0.028187634803455354,16.847865217078258,0.0016730686315606475
sorghum,5,13,0.028162026731349595,16.847865217078258,0.0016715486721013448
sorghum,6,13,0.027843809333619275,16.847865217078258,0.0016526609736523
maize,7,14,0.11466841036832816,20.131038951688378,0.005696099969977505
maize,8,14,0.11256612656884082,20.131038951688378,0.005591669999694674
maize,9,14,0.1125349819389258,20.131038951688378,0.005590122904684339
maize,10,14,0.11413703866821069,20.131038951688378,0.005669704327835404
pavement,-1,14,17.183966278854694,20.131038951688378,0.8536055352182151
sorghum,1,14,0.036081371408160694,20.131038951688378,0.001792325348669328
sorghum,2,14,0.03657249746657799,20.131038951688378,0.0018167218072721813
sorghum,3,14,0.03669274280193302,20.131038951688378,0.0018226949383978825
sorghum,4,14,0.03689738829847237,20.131038951688378,0.0018328606082885655
sorghum,5,14,0.036868584446014936,20.131038951688378,0.0018314297903100918
sorghum,6,14,0.03623557485767201,20.131038951688378,0.0017999853333269197
maize,7,15,0.1268571079515425,19.526243790049676,0.00649674916054194
maize,8,15,0.12404333291440428,19.526243790049676,0.006352646942655462
maize,9,15,0.12398206890903696,19.526243790049676,0.006349509421377635
maize,10,15,0.12605151248904825,19.526243790049676,0.006455492097936546
pavement,-1,15,16.58899135901775,19.526243790049676,0.8495741186777197
sorghum,1,15,0.04000033753317445,19.526243790049676,0.0020485423598755902
sorghum,2,15,0.04058958136268059,19.526243790049676,0.002078719378857931
