group,object_id,step_number,apar_sum,Ri_PAR_q,fapar
maize,5,1,0.0038478835592211926,11.819425444596444,0.00032555588909614485
maize,6,1,0.0038580334891575494,11.819425444596444,0.0003264146389553436
pavement,-1,1,10.395717173352393,11.819425444596444,0.8795450525139582
maize,5,2,0.0022004810254332664,4.510043919648642,0.0004879067841992759
maize,6,2,0.0022063494604446466,4.510043919648642,0.0004892079766301995
pavement,-1,2,3.964807384392997,4.510043919648642,0.8791061583945458
sorghum,1,2,0.0002720198139163348,4.510043919648642,6.031422725868414e-5
sorghum,2,2,0.0002708554855319741,4.510043919648642,6.005606383386955e-5
sorghum,3,2,0.0002708569521278906,4.510043919648642,6.005638901826746e-5
sorghum,4,2,0.0002720202550447346,4.510043919648642,6.031432506890676e-5
maize,5,3,0.006731453195612028,10.005039959680323,0.0006728062279350565
maize,6,3,0.006745725962723544,10.005039959680323,0.0006742327856668631
pavement,-1,3,8.787870440260212,10.005039959680323,0.8783443620090248
sorghum,1,3,0.0022959039949989597,10.005039959680323,0.00022947474515357333
sorghum,2,3,0.0022901018390253346,10.005039959680323,0.00022889482183522503
sorghum,3,3,0.0022805792984969273,10.005039959680323,0.00022794304747282543
sorghum,4,3,0.0023004697225630665,10.005039959680323,0.00022993108791507217
maize,5,4,0.011141490340577856,11.663906688746488,0.0009552108601252214
maize,6,4,0.011155563313777633,11.663906688746488,0.0009564174004015899
pavement,-1,4,10.234085955145881,11.663906688746488,0.8774149372285257
sorghum,1,4,0.004073933931770803,11.663906688746488,0.00034927696529854746
sorghum,2,4,0.0040751848633772845,11.663906688746488,0.00034938421337930316
sorghum,3,4,0.004057752970894064,11.663906688746488,0.0003478896976095535
sorghum,4,4,0.0040885247781146505,11.663906688746488,0.00035052790520515053
maize,5,5,0.01434254499110053,10.938152494780043,0.0013112401749696895
maize,6,5,0.014356652042421154,10.938152494780043,0.0013125298855791692
pavement,-1,5,9.588942546252333,10.938152494780043,0.8766510204377215
sorghum,1,5,0.0052708995821355645,10.938152494780043,0.0004818820714605111
sorghum,2,5,0.005276374514513172,10.938152494780043,0.00048238260684619163
sorghum,3,5,0.005254619498662304,10.938152494780043,0.00048039369547736127
sorghum,4,5,0.0052907145273755184,10.938152494780043,0.00048369361552605693
maize,5,6,0.009800523318413246,5.857873137014905,0.001673051479467079
maize,6,6,0.009819279134445616,5.857873137014905,0.0016762532927521528
pavement,-1,6,5.127189089739646,5.857873137014905,0.8752646173475165
sorghum,1,6,0.004053144553266756,5.857873137014905,0.0006919140204071038
sorghum,2,6,0.004060139405830415,5.857873137014905,0.000693108114645755
sorghum,3,6,0.0040433821294567785,5.857873137014905,0.0006902474729108307
sorghum,4,6,0.004066043611059544,5.857873137014905,0.0006941160240167896
maize,5,7,0.020624084417075857,9.020087839297284,0.0022864615937800655
maize,6,7,0.02068300995435233,9.020087839297284,0.0022929942948275825
pavement,-1,7,7.8806526578624565,9.020087839297284,0.8736780393123538
sorghum,1,7,0.00834034476912017,9.020087839297284,0.0009246411917170343
sorghum,2,7,0.008353208615351757,9.020087839297284,0.0009260673248612753
sorghum,3,7,0.008324119408372185,9.020087839297284,0.0009228423887522452
sorghum,4,7,0.008335608193272885,9.020087839297284,0.0009241160775572088
maize,5,8,0.033831466948661584,11.71574627402981,0.0028876920135813707
maize,6,8,0.03393780013784565,11.71574627402981,0.002896768105423661
pavement,-1,8,10.21697603549905,11.71574627402981,0.8720721494410415
sorghum,1,8,0.012859228018059258,11.71574627402981,0.0010976021260006453
sorghum,2,8,0.012883208477565663,11.71574627402981,0.0010996489831914297
sorghum,3,8,0.012836702044021738,11.71574627402981,0.0010956794167245446
sorghum,4,8,0.012820108013529995,11.71574627402981,0.0010942630297438426
