group,object_id,step_number,apar_sum,Ri_PAR_q,fapar
pavement,-1,1,20.78992318359026,23.63885088919288,0.8794811254169261
sorghum,1,1,0.002721531736669052,23.63885088919288,0.00011512961223987716
sorghum,2,1,0.0027214053049210082,23.63885088919288,0.0001151242637672024
sorghum,3,1,0.0027214605028080853,23.63885088919288,0.0001151265988167078
sorghum,4,1,0.0027215282466424217,23.63885088919288,0.00011512946460044044
sorghum,5,1,0.0027214180619471676,23.63885088919288,0.00011512480343075116
sorghum,6,1,0.0027214969406830574,23.63885088919288,0.00011512814025690483
pavement,-1,2,7.930336436232867,9.020087839297283,0.8791861650928986
sorghum,1,2,0.0016014122351897162,9.020087839297283,0.000177538430192768
sorghum,2,2,0.0016011977851923033,9.020087839297283,0.00017751465548001205
sorghum,3,2,0.0016012311443861149,9.020087839297283,0.00017751835380251242
sorghum,4,2,0.0016013608825523329,9.020087839297283,0.00017753273705116028
sorghum,5,2,0.0016011967761413106,9.020087839297283,0.00017751454361292042
sorghum,6,2,0.0016012722729414255,9.020087839297283,0.00017752291346490634
pavement,-1,3,17.58688665629803,20.010079919360642,0.8789013700680893
sorghum,1,3,0.005001062996263188,20.010079919360642,0.00024992718751834855
sorghum,2,3,0.004999981575215959,20.010079919360642,0.00024987314370385167
sorghum,3,3,0.005000084962377136,20.010079919360642,0.00024987831045788735
sorghum,4,3,0.005000775220630162,20.010079919360642,0.00024991280598493214
sorghum,5,3,0.004999985484758401,20.010079919360642,0.00024987333908250373
sorghum,6,3,0.005000341871282498,20.010079919360642,0.0002498911494323641
pavement,-1,4,20.491957379817922,23.327813377492973,0.8784345557046025
sorghum,1,4,0.007998660435908909,23.327813377492973,0.00034288084813067555
sorghum,2,4,0.00799612942910752,23.327813377492973,0.0003427723507434394
sorghum,3,4,0.007996448716519939,23.327813377492973,0.00034278603772760943
sorghum,4,4,0.007997950528057664,23.327813377492973,0.0003428504163092374
sorghum,5,4,0.007996129537524979,23.327813377492973,0.00034277235539100144
sorghum,6,4,0.007997035454289696,23.327813377492973,0.00034281118958219016
pavement,-1,5,19.203158800740077,21.876304989560083,0.8778063210356731
sorghum,1,5,0.010008033587094015,21.876304989560083,0.00045748281493927323
sorghum,2,5,0.010002335403463073,21.876304989560083,0.0004572223420836579
sorghum,3,5,0.010003002302447533,21.876304989560083,0.00045725282707574313
sorghum,4,5,0.010006982293268133,21.876304989560083,0.0004574347586598246
sorghum,5,5,0.010002348199237435,21.876304989560083,0.000457222926998449
sorghum,6,5,0.010003912783449111,21.876304989560083,0.0004572944465815058
pavement,-1,6,10.278785019310686,11.715746274029808,0.8773478683210798
sorghum,1,6,0.006449578433803605,11.715746274029808,0.0005505051306975066
sorghum,2,6,0.006445144644709158,11.715746274029808,0.0005501266836920201
sorghum,3,6,0.006445994683896058,11.715746274029808,0.0005501992389665213
sorghum,4,6,0.006448568903954315,11.715746274029808,0.0005504189620637996
sorghum,5,6,0.006445146428070159,11.715746274029808,0.0005501268359111752
sorghum,6,6,0.006446794350120901,11.715746274029808,0.0005502674946461971
pavement,-1,7,15.8197726766791,18.040175678594565,0.8769189922828707
sorghum,1,7,0.012064699488625728,18.040175678594565,0.0006687684035661031
sorghum,2,7,0.012056044851271226,18.040175678594565,0.0006682886611562344
sorghum,3,7,0.012058185390102281,18.040175678594565,0.0006684073151465941
sorghum,4,7,0.012062307174188928,18.040175678594565,0.0006686357931924891
sorghum,5,7,0.012056043678079996,18.040175678594565,0.0006682885961240945
sorghum,6,7,0.012060263330441563,18.040175678594565,0.000668522499187831
pavement,-1,8,20.524918031178558,23.431492548059616,0.8759543588220224
sorghum,1,8,0.020158216573515124,23.431492548059616,0.0008603044186011294
sorghum,2,8,0.020139723477039746,23.431492548059616,0.0008595151775215248
sorghum,3,8,0.020134076791592476,23.431492548059616,0.0008592741905064771
sorghum,4,8,0.02014059069580959,23.431492548059616,0.0008595521883422425
sorghum,5,8,0.02013875028209643,23.431492548059616,0.0008594736438914618
sorghum,6,8,0.020151075012031852,23.431492548059616,0.0008599996338560423
pavement,-1,9,13.427427489888181,15.344517243862045,0.875063534192272
sorghum,1,9,0.016096155557542194,15.344517243862045,0.0010489841616868598
sorghum,2,9,0.016079320909254673,15.344517243862045,0.0010478870500593008
sorghum,3,9,0.016066596004603088,15.344517243862045,0.0010470577698382711
sorghum,4,9,0.01606972334561896,15.344517243862045,0.0010472615782061835
sorghum,5,9,0.016078824335802364,15.344517243862045,0.0010478546884382465
sorghum,6,9,0.016090487564493043,15.344517243862045,0.0010486147793883442
pavement,-1,10,20.850598512864185,23.846209230326153,0.8743779068392835
sorghum,1,10,0.02862751746376459,23.846209230326153,0.0012005060086178335
sorghum,2,10,0.028598009703809678,23.846209230326153,0.001199268589300159
sorghum,3,10,0.028574295809014164,23.846209230326153,0.001198274137957119
sorghum,4,10,0.02857661326349777,23.846209230326153,0.0011983713213065236
sorghum,5,10,0.028600909086858126,23.846209230326153,0.0011993901760488303
sorghum,6,10,0.028623575322270736,23.846209230326153,0.0012003406933907559
pavement,-1,11,19.471284156005296,22.291021671826623,0.873503441998571
sorghum,1,11,0.031040564980329026,22.291021671826623,0.001392514234534205
sorghum,2,11,0.031006707673487212,22.291021671826623,0.0013909953581300513
sorghum,3,11,0.030985857088275334,22.291021671826623,0.0013900599777101296
sorghum,4,11,0.030985876621636894,22.291021671826623,0.001390060853998433
sorghum,5,11,0.03101442936739086,22.291021671826623,0.001391341761898229
sorghum,6,11,0.03104694692457712,22.291021671826623,0.0013928005356442237
pavement,-1,12,17.098063411344935,19.595363237094098,0.8725565943568852
sorghum,1,12,0.030289051049452665,19.595363237094098,0.0015457254189662265
sorghum,2,12,0.030241434199200695,19.595363237094098,0.0015432954129655297
sorghum,3,12,0.03017102959363364,19.595363237094098,0.0015397024912771082
sorghum,4,12,0.030172839953010618,19.595363237094098,0.0015397948784074242
sorghum,5,12,0.03024252257184892,19.595363237094098,0.0015433509553219053
